"","LotConfig","LandSlope","Neighborhood","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1346","Inside","Gtl","OldTown","Norm","1Fam","1Story",4,4,1920,1950,"Hip","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","ALQ",0,710,960,"GasA","Gd","Y","FuseA",960,0,0,960,0,0,1,0,2,1,"Fa",5,"Typ","Po","Detchd",1997,"Unf",1,308,"TA","Y",0,0,168,0,0,7,2007,"WD","Normal",108500
"1347","CulDSac","Gtl","NWAmes","Norm","1Fam","1Story",7,7,1968,2003,"Hip","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",68,1203,1568,"GasA","TA","Y","SBrkr",2156,0,0,2156,0,0,2,0,3,1,"TA",9,"Typ","Gd","Attchd",1968,"RFn",2,508,"TA","Y",0,80,0,290,0,6,2006,"WD","Normal",262500
"1348","Corner","Gtl","Timber","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","VinylSd","Stone",100,"Gd","TA","PConc","Ex","TA","Gd","GLQ",0,1652,1732,"GasA","Ex","Y","SBrkr",1776,0,0,1776,1,0,2,0,3,1,"Gd",7,"Typ","Gd","Attchd",2006,"Fin",3,712,"TA","Y",0,0,0,0,0,5,2007,"New","Partial",283463
"1349","Inside","Gtl","SawyerW","Norm","1Fam","1Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",0,39,1482,"GasA","Ex","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"Gd",5,"Typ","Fa","Attchd",1998,"RFn",2,514,"TA","Y",402,25,0,0,0,8,2007,"WD","Normal",215000
"1350","Inside","Gtl","OldTown","Norm","1Fam","2Story",8,5,1872,1987,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","Fa","No","LwQ",0,425,684,"OthW","Fa","N","SBrkr",938,1215,205,2358,0,0,2,0,4,1,"TA",8,"Typ","Po","Detchd",2009,"Unf",0,0,"Gd","Y",0,54,20,0,0,12,2008,"WD","Normal",122000
"1351","Inside","Gtl","NAmes","Norm","Duplex","2Story",5,5,1969,1969,"Gable","MetalSd","MetalSd","BrkFace",368,"TA","TA","CBlock","TA","TA","No","LwQ",0,748,1248,"GasA","TA","Y","SBrkr",1338,1296,0,2634,1,1,2,2,6,2,"TA",12,"Typ","TA","Detchd",1969,"Unf",4,968,"TA","Y",0,0,0,0,0,8,2009,"WD","Normal",200000
"1352","Inside","Gtl","NAmes","Norm","1Fam","2Story",6,6,1962,1962,"Gable","HdBoard","HdBoard","BrkFace",318,"TA","TA","CBlock","TA","TA","No","Rec",0,539,858,"GasA","Ex","Y","SBrkr",858,858,0,1716,0,0,1,1,4,1,"TA",8,"Typ","Gd","Attchd",1962,"Fin",2,490,"TA","Y",0,84,0,0,0,3,2008,"WD","Normal",171000
"1353","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,9,1937,2000,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,698,698,"GasA","TA","Y","SBrkr",786,390,0,1176,0,0,1,0,2,1,"TA",4,"Typ","Fa","Detchd",1999,"Unf",2,624,"TA","N",210,0,0,0,0,7,2009,"WD","Normal",134900
"1354","CulDSac","Gtl","NoRidge","Norm","1Fam","1.5Fin",8,5,1995,1996,"Hip","VinylSd","VinylSd","BrkFace",579,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,1217,2033,"GasA","Ex","Y","SBrkr",2053,1185,0,3238,1,0,2,1,4,1,"Gd",9,"Typ","Ex","Attchd",1996,"Fin",3,666,"TA","Y",283,86,0,0,0,3,2010,"WD","Normal",410000
"1355","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,257,992,"GasA","Ex","Y","SBrkr",992,873,0,1865,1,0,2,1,3,1,"Gd",7,"Typ","TA","Attchd",2000,"RFn",3,839,"TA","Y",0,184,0,0,0,6,2008,"WD","Normal",235000
"1356","Inside","Gtl","NWAmes","Norm","1Fam","SLvl",7,6,1968,1992,"Gable","MetalSd","MetalSd","BrkFace",143,"TA","TA","CBlock","TA","TA","No","Unf",0,570,570,"GasA","Gd","Y","SBrkr",1222,698,0,1920,0,0,3,0,4,1,"Gd",8,"Typ","TA","Attchd",1968,"RFn",2,487,"TA","Y",0,98,0,0,0,9,2006,"WD","Normal",170000
"1357","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,5,1966,1966,"Gable","HdBoard","HdBoard","BrkFace",65,"TA","TA","CBlock","TA","TA","No","Rec",0,524,864,"GasA","TA","Y","SBrkr",892,0,0,892,0,0,1,0,3,1,"TA",5,"Typ","Ex","Attchd",1966,"RFn",1,264,"TA","Y",0,0,0,0,0,10,2008,"WD","Normal",110000
"1358","CulDSac","Gtl","NAmes","Norm","1Fam","1Story",5,6,1971,2008,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",0,344,1078,"GasA","Ex","Y","SBrkr",1078,0,0,1078,1,0,1,1,3,1,"TA",6,"Typ","Fa","Attchd",1971,"Fin",2,500,"TA","Y",0,0,0,0,0,4,2010,"WD","Normal",149900
"1359","Inside","Gtl","Somerst","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","MetalSd","MetalSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","GLQ",0,378,756,"GasA","Ex","Y","SBrkr",769,804,0,1573,0,0,2,1,3,1,"Gd",5,"Typ","TA","Detchd",2000,"Unf",2,440,"TA","Y",0,32,0,0,0,6,2010,"WD","Normal",177500
"1360","FR3","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2004,2005,"Hip","VinylSd","VinylSd","BrkFace",66,"Gd","TA","PConc","Ex","TA","Av","GLQ",0,533,1980,"GasA","Ex","Y","SBrkr",1980,0,0,1980,1,0,2,0,3,1,"Ex",8,"Typ","Gd","Attchd",2004,"Fin",3,770,"TA","Y",194,45,0,0,0,9,2006,"WD","Normal",315000
"1361","Inside","Gtl","SWISU","Norm","1Fam","2Story",5,6,1921,1998,"Gable","MetalSd","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,612,612,"GasA","Ex","Y","SBrkr",990,1611,0,2601,0,0,3,1,4,1,"TA",8,"Typ","Fa","BuiltIn",1998,"RFn",2,621,"TA","Y",183,0,301,0,0,5,2008,"WD","Normal",189000
"1362","Inside","Mod","StoneBr","Norm","1Fam","1Story",7,5,2005,2005,"Hip","VinylSd","VinylSd","Stone",16,"Gd","TA","PConc","Ex","TA","Av","ALQ",0,256,1530,"GasA","Ex","Y","SBrkr",1530,0,0,1530,1,0,2,0,3,1,"Gd",7,"Typ","Gd","Attchd",2005,"Fin",2,430,"TA","Y",168,36,0,0,0,6,2009,"WD","Normal",260000
"1363","FR2","Gtl","NAmes","Norm","1Fam","1.5Fin",4,4,1920,2007,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","Fa","No","Unf",0,715,715,"GasA","Gd","Y","SBrkr",1281,457,0,1738,0,0,2,0,4,1,"TA",7,"Typ","Gd","Attchd",1920,"Unf",1,368,"TA","Y",55,0,0,0,0,6,2009,"WD","Normal",104900
"1364","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,616,616,"GasA","Ex","Y","SBrkr",616,796,0,1412,0,0,2,1,3,1,"Gd",6,"Typ","Gd","BuiltIn",2007,"Fin",2,432,"TA","Y",0,36,0,0,0,3,2007,"New","Partial",156932
"1365","Inside","Gtl","Somerst","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,600,600,"GasA","Ex","Y","SBrkr",520,600,80,1200,0,0,2,1,2,1,"Gd",4,"Typ","Po","Detchd",2005,"RFn",2,480,"TA","Y",0,166,0,0,0,4,2006,"WD","Abnorml",144152
"1366","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,281,814,"GasA","Ex","Y","SBrkr",814,860,0,1674,1,0,2,1,3,1,"Gd",7,"Typ","Ex","Attchd",2000,"RFn",2,663,"TA","Y",0,96,0,0,0,1,2010,"WD","Normal",216000
"1367","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",158,"Gd","TA","PConc","Gd","TA","No","GLQ",0,240,873,"GasA","Ex","Y","SBrkr",882,908,0,1790,1,0,2,1,3,1,"Gd",7,"Typ","Fa","Attchd",1999,"RFn",2,588,"TA","Y",0,88,0,0,0,6,2008,"WD","Abnorml",193000
"1368","Inside","Gtl","MeadowV","Norm","TwnhsE","2Story",5,6,1977,1977,"Gable","CemntBd","CmentBd","None",0,"TA","TA","PConc","TA","TA","No","ALQ",173,36,757,"GasA","Ex","Y","SBrkr",925,550,0,1475,0,0,2,0,4,1,"TA",6,"Typ","TA","Attchd",1977,"RFn",1,336,"TA","Y",104,26,0,0,0,7,2006,"WD","Normal",127000
"1369","Inside","Gtl","CollgCr","Norm","TwnhsE","1Story",6,5,2003,2004,"Gable","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,163,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",4,"Typ","Gd","Attchd",2003,"Fin",2,420,"TA","Y",140,0,0,0,0,6,2009,"WD","Normal",144000
"1370","FR2","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2003,2003,"Hip","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Gd","TA","Av","BLQ",972,315,1657,"GasA","Ex","Y","SBrkr",1668,0,0,1668,1,0,2,0,3,1,"Gd",8,"Typ","TA","Attchd",2003,"Fin",2,502,"TA","Y",0,262,0,0,0,5,2010,"WD","Normal",232000
"1371","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin",4,6,1920,1950,"Gable","CBlock","CBlock","None",0,"Fa","TA","PConc","TA","TA","No","ALQ",105,420,840,"GasA","Ex","Y","SBrkr",840,534,0,1374,0,0,1,0,2,1,"TA",6,"Typ","Po","Detchd",1967,"Fin",1,338,"TA","Y",0,0,198,0,0,10,2009,"WD","Normal",105000
"1372","Inside","Gtl","NAmes","Norm","1Fam","SLvl",6,6,1955,1996,"Hip","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",0,161,992,"GasA","Gd","Y","SBrkr",1661,0,0,1661,1,0,1,0,3,1,"Gd",8,"Typ","TA","BuiltIn",1955,"RFn",1,377,"TA","Y",0,28,0,0,0,10,2008,"WD","Normal",165500
"1373","Corner","Gtl","CollgCr","Norm","1Fam","2Story",7,6,1998,1998,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",0,133,1108,"GasA","Ex","Y","SBrkr",1108,989,0,2097,1,0,2,1,3,1,"Gd",8,"Typ","TA","Detchd",1998,"RFn",2,583,"TA","Y",253,170,0,0,0,6,2006,"WD","Normal",274300
"1374","Inside","Gtl","NoRidge","Norm","1Fam","1Story",10,5,2001,2002,"Hip","VinylSd","VinylSd","BrkFace",705,"Ex","TA","PConc","Ex","TA","Gd","GLQ",0,1351,2633,"GasA","Ex","Y","SBrkr",2633,0,0,2633,1,0,2,1,2,1,"Ex",8,"Typ","Gd","Attchd",2001,"RFn",3,804,"TA","Y",314,140,0,0,0,3,2007,"WD","Normal",466500
"1375","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,1026,1026,"GasA","Ex","Y","SBrkr",1026,932,0,1958,0,0,2,1,3,1,"Gd",9,"Typ","Gd","Attchd",2005,"Fin",3,936,"TA","Y",154,210,0,0,0,7,2008,"WD","Normal",250000
"1376","Inside","Gtl","Timber","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","BrkFace",80,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,1571,1571,"GasA","Ex","Y","SBrkr",1571,0,0,1571,0,0,2,0,3,1,"Gd",7,"Typ","Gd","Attchd",2007,"Fin",3,722,"TA","Y",100,36,0,0,0,12,2007,"New","Partial",239000
"1377","Inside","Gtl","SWISU","Norm","1Fam","1Story",6,5,1930,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Rec",0,384,768,"GasA","TA","N","SBrkr",790,0,0,790,0,0,1,0,2,1,"TA",4,"Typ","Po","Detchd",1925,"Unf",1,160,"TA","Y",0,141,0,0,0,4,2008,"WD","Normal",91000
"1378","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",5,5,1941,1960,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",420,156,984,"GasA","Ex","Y","SBrkr",984,620,0,1604,0,0,2,0,3,1,"TA",6,"Min2","TA","Detchd",1977,"Unf",2,660,"TA","Y",0,68,0,0,0,7,2009,"WD","Normal",117000
"1379","Inside","Gtl","BrDale","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","HdBoard","HdBoard","BrkFace",408,"TA","TA","CBlock","TA","Fa","No","BLQ",0,174,483,"GasA","TA","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"TA",5,"Typ","TA","Detchd",1973,"Unf",1,264,"TA","Y",72,0,0,0,0,6,2006,"WD","Normal",83000
"1380","Inside","Gtl","Timber","Norm","1Fam","SLvl",5,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,384,384,"GasA","Gd","Y","SBrkr",754,640,0,1394,0,0,2,1,3,1,"Gd",7,"Typ","Gd","BuiltIn",2007,"Fin",2,400,"TA","Y",100,0,0,0,0,5,2008,"WD","Normal",167500
"1381","Inside","Gtl","Edwards","Norm","1Fam","1Story",3,3,1914,1950,"Gable","Stucco","Stucco","None",0,"TA","Fa","BrkTil","TA","Fa","No","Rec",0,661,864,"GasA","TA","N","FuseF",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ","Fa","Detchd",1938,"Unf",1,200,"Fa","Y",0,0,96,0,0,6,2010,"WD","Normal",58500
"1382","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,7,1970,1970,"Gable","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",0,340,1205,"GasA","Ex","Y","SBrkr",2117,0,0,2117,0,0,2,1,4,1,"TA",7,"Typ","Gd","Attchd",1970,"Fin",2,550,"TA","Y",0,42,0,0,0,5,2008,"WD","Normal",237500
"1383","Corner","Gtl","OldTown","Norm","1Fam","2Story",7,7,1920,1950,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,596,596,"GasA","Ex","Y","SBrkr",998,764,0,1762,1,0,1,1,4,1,"Gd",8,"Typ","Fa","Detchd",1989,"Unf",2,576,"TA","N",36,0,221,0,0,10,2006,"WD","Normal",157000
"1384","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,7,1918,2007,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,816,816,"GasA","Ex","Y","SBrkr",1416,0,0,1416,0,0,2,0,3,1,"Gd",7,"Typ","Gd","Attchd",2007,"Unf",2,576,"TA","N",0,0,112,0,0,8,2007,"WD","Normal",112000
"1385","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","WdShing","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Rec",0,356,560,"GasA","TA","Y","SBrkr",698,560,0,1258,0,0,1,0,2,1,"TA",6,"Typ","Gd","Detchd",1939,"Unf",1,280,"TA","P",0,0,0,0,0,10,2009,"WD","Normal",105000
"1386","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",4,8,1922,2007,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",0,61,796,"GasA","Gd","Y","SBrkr",796,358,0,1154,1,0,1,0,3,1,"Gd",7,"Typ","Fa","Detchd",1922,"Unf",1,240,"TA","N",0,96,0,0,0,5,2010,"WD","Normal",125500
"1387","Inside","Gtl","NWAmes","Norm","1Fam","2Story",7,5,1978,1978,"Gable","Plywood","Plywood","BrkFace",184,"TA","TA","CBlock","Gd","TA","No","BLQ",469,133,1392,"GasA","TA","Y","SBrkr",1392,1392,0,2784,1,0,3,1,5,1,"Gd",12,"Typ","TA","Attchd",1978,"RFn",2,564,"TA","Y",0,112,0,0,2000,7,2006,"WD","Normal",250000
"1388","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin",6,7,1916,1950,"Gable","Stucco","Stucco","None",0,"TA","Gd","BrkTil","TA","TA","No","Rec",546,0,714,"GasW","TA","N","SBrkr",1664,862,0,2526,0,0,2,0,5,1,"Gd",10,"Typ","Gd","Detchd",1916,"Unf",1,216,"TA","Y",88,15,0,0,0,8,2007,"CWD","Family",136000
"1389","CulDSac","Gtl","Gilbert","Norm","1Fam","1Story",9,5,2006,2007,"Gable","VinylSd","VinylSd","Stone",160,"Ex","TA","PConc","Ex","TA","Gd","GLQ",0,426,1746,"GasA","Ex","Y","SBrkr",1746,0,0,1746,1,0,2,0,3,1,"Ex",7,"Typ","Gd","Attchd",2006,"Fin",3,758,"TA","Y",201,39,0,0,0,10,2009,"WD","Normal",377500
"1390","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,6,1941,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","Gd","No","ALQ",0,360,735,"GasA","Ex","Y","SBrkr",869,349,0,1218,0,1,1,0,3,1,"TA",6,"Typ","Gd","Detchd",2003,"Unf",2,440,"TA","Y",0,0,0,0,0,3,2007,"WD","Normal",131000
"1391","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",244,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,125,1525,"GasA","Ex","Y","SBrkr",1525,0,0,1525,1,0,2,0,3,1,"Gd",6,"Typ","TA","Attchd",2000,"RFn",2,541,"TA","Y",219,36,0,0,0,9,2006,"WD","Normal",235000
"1392","Inside","Gtl","NAmes","Norm","Duplex","1Story",5,5,1967,1967,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,1584,1584,"GasA","TA","Y","SBrkr",1584,0,0,1584,0,0,2,0,4,2,"TA",8,"Mod","TA","Detchd",1967,"Unf",3,792,"TA","Y",0,152,0,0,0,4,2009,"WD","Normal",124000
"1393","Inside","Gtl","NAmes","Norm","1Fam","SFoyer",5,5,1967,1967,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",0,95,864,"GasA","TA","Y","SBrkr",900,0,0,900,1,0,1,0,3,1,"TA",6,"Typ","Po","Attchd",1967,"RFn",1,288,"TA","Y",175,144,0,0,0,12,2006,"WD","Normal",123000
"1394","Inside","Gtl","OldTown","Norm","2fmCon","1.5Fin",6,7,1905,2000,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,482,482,"GasA","Ex","N","SBrkr",1221,691,0,1912,0,0,2,0,3,2,"TA",7,"Typ","TA","Detchd",2003,"Unf",2,672,"TA","Y",0,25,212,0,0,4,2008,"WD","Normal",163000
"1395","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",7,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",45,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,286,1356,"GasA","Ex","Y","SBrkr",1500,0,0,1500,1,0,2,0,2,1,"Gd",6,"Typ","Gd","Attchd",2006,"Fin",3,648,"TA","Y",161,20,0,0,0,10,2006,"New","Partial",246578
"1396","Inside","Gtl","Timber","Norm","1Fam","2Story",8,5,2005,2006,"Hip","VinylSd","VinylSd","BrkFace",245,"Gd","TA","PConc","Gd","Gd","Gd","Unf",0,1094,1094,"GasA","Ex","Y","SBrkr",1133,1349,0,2482,0,0,2,1,4,1,"Gd",9,"Typ","Gd","BuiltIn",2005,"Fin",3,642,"TA","Y",144,39,0,0,0,2,2007,"WD","Normal",281213
"1397","Inside","Sev","Timber","Norm","1Fam","1Story",5,5,1948,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",334,60,747,"GasA","TA","Y","SBrkr",1687,0,0,1687,1,0,1,0,3,1,"TA",7,"Min1","TA","Detchd",1966,"Unf",2,572,"TA","N",0,0,50,0,0,6,2010,"WD","Normal",160000
"1398","Inside","Gtl","BrkSide","Norm","1Fam","2Story",5,8,1920,2004,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,939,939,"GasA","Ex","Y","SBrkr",939,574,0,1513,0,0,1,1,4,1,"TA",8,"Typ","Fa","Detchd",1933,"Unf",1,180,"Fa","N",24,0,150,0,0,5,2007,"WD","Normal",137500
"1399","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",5,4,1950,1982,"Gable","VinylSd","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",352,676,1208,"GasA","Gd","Y","FuseA",1136,768,0,1904,1,0,1,1,3,1,"TA",7,"Min1","TA","Attchd",1950,"Unf",1,240,"TA","Y",0,0,168,0,0,5,2009,"WD","Normal",138000
"1400","Inside","Gtl","SWISU","Norm","1Fam","1.5Fin",6,6,1925,1990,"Gable","WdShing","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",0,712,976,"GasA","Ex","Y","SBrkr",1160,448,0,1608,0,0,2,1,3,1,"Gd",7,"Typ","Gd","Detchd",1925,"Unf",1,216,"TA","Y",147,16,0,0,0,10,2009,"WD","Normal",137450
"1401","Corner","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,7,1929,1950,"Gable","WdShing","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,862,862,"GasA","TA","Y","SBrkr",950,208,0,1158,0,0,1,0,3,1,"TA",5,"Typ","Gd","BuiltIn",1929,"RFn",1,208,"TA","Y",0,0,112,0,0,7,2008,"WD","Normal",120000
"1402","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","GLQ",0,80,839,"GasA","Ex","Y","SBrkr",864,729,0,1593,1,0,2,1,3,1,"TA",8,"Typ","TA","Attchd",2004,"Fin",2,398,"TA","Y",100,75,0,0,0,4,2008,"WD","Normal",193000
"1403","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","Unf",0,1286,1286,"GasA","Ex","Y","SBrkr",1294,0,0,1294,0,0,2,0,2,1,"Gd",6,"Typ","Gd","Attchd",2006,"RFn",2,662,"TA","Y",168,55,0,0,0,7,2006,"New","Partial",193879
"1404","CulDSac","Gtl","Somerst","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",84,"Gd","TA","PConc","Gd","TA","Gd","GLQ",0,556,1485,"GasA","Ex","Y","SBrkr",1464,0,0,1464,1,0,2,0,3,1,"Gd",6,"Typ","TA","Attchd",2007,"Unf",3,754,"TA","Y",168,160,0,0,0,8,2007,"WD","Normal",282922
"1405","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin",3,4,1915,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,672,672,"GasA","TA","Y","SBrkr",694,520,0,1214,0,0,1,0,3,1,"TA",6,"Typ","Po","Detchd",1998,"Unf",3,936,"TA","Y",216,0,160,0,0,1,2006,"WD","Family",105000
"1406","Inside","Mod","Crawfor","Norm","TwnhsE","1Story",8,5,2004,2005,"Hip","CemntBd","CmentBd","Stone",174,"Gd","TA","PConc","Ex","TA","Gd","GLQ",0,221,1594,"GasA","Ex","Y","SBrkr",1646,0,0,1646,1,1,2,0,2,1,"Gd",5,"Typ","Gd","Attchd",2004,"Fin",2,482,"TA","Y",128,53,0,0,0,1,2008,"WD","Normal",275000
"1407","Corner","Gtl","CollgCr","Norm","1Fam","SFoyer",5,7,1972,2007,"Gable","HdBoard","Wd Shng","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",0,112,768,"GasA","TA","Y","SBrkr",768,0,0,768,1,0,1,0,2,1,"TA",5,"Typ","TA","Detchd",1988,"Unf",2,396,"TA","Y",58,0,0,0,0,3,2009,"WD","Normal",133000
"1408","Corner","Gtl","Mitchel","Norm","1Fam","1Story",5,5,1985,1985,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",0,208,833,"GasA","Ex","Y","SBrkr",833,0,0,833,1,0,1,0,3,1,"TA",5,"Typ","Ex","Attchd",2009,"Unf",0,0,"Po","Y",0,0,0,0,0,3,2009,"WD","Normal",112000
"1409","Inside","Gtl","OldTown","Norm","1Fam","2Story",4,7,1910,1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,622,622,"GasA","Gd","Y","SBrkr",741,622,0,1363,0,0,1,0,3,1,"TA",6,"Typ","Po","Detchd",1966,"Unf",2,528,"TA","Y",0,0,0,0,0,6,2010,"WD","Normal",125500
"1410","CulDSac","Gtl","NWAmes","Norm","1Fam","2Story",7,6,1986,1991,"Gable","Plywood","Plywood","BrkFace",123,"TA","Gd","CBlock","Gd","TA","No","Unf",0,791,791,"GasA","Gd","Y","SBrkr",1236,857,0,2093,0,0,2,1,3,1,"TA",7,"Typ","TA","Attchd",1986,"Fin",2,542,"TA","Y",364,63,0,0,0,11,2008,"WD","Normal",215000
"1411","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,278,944,"GasA","Ex","Y","SBrkr",944,896,0,1840,1,0,2,1,3,1,"Gd",6,"Typ","Gd","Attchd",2001,"RFn",2,622,"TA","Y",0,45,0,0,0,6,2009,"WD","Normal",230000
"1412","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",6,8,1950,2005,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","BLQ",0,736,856,"GasA","Ex","Y","SBrkr",1112,556,0,1668,0,0,1,1,3,1,"TA",6,"Min2","Gd","Attchd",1950,"Unf",1,271,"TA","Y",0,0,0,0,0,9,2009,"WD","Normal",140000
